0.01  19.96  0.05   # D_min      D_max       D_step
0.00   1.00  0.05   # delta_min  delta_max   delta_step
400 21              # n_D  n_delta
-0.432698   -0.431791    -0.428992    -0.424071    -0.416678   -0.406378   -0.392718   -0.375309   -0.353931    -0.328632   -0.299838   -0.268406   -0.235633   -0.203159   -0.172777    -0.146139   -0.124418    -0.107987    -0.0962633   -0.0878306 -0.0810216
-0.421371   -0.420566    -0.418071    -0.413652    -0.406945   -0.397499   -0.38483    -0.368509   -0.348261    -0.324075   -0.296306   -0.265752   -0.233663   -0.20166    -0.171547    -0.145018   -0.123304    -0.106847    -0.0951109   -0.0866983 -0.0799295
-0.410126   -0.409418    -0.407213    -0.403274    -0.397228   -0.388606   -0.3769     -0.361643   -0.342508    -0.319424   -0.29268    -0.263012   -0.231623   -0.200109   -0.170282    -0.143875   -0.122181    -0.105704    -0.0939609   -0.0855715 -0.0788452
-0.398985   -0.398369    -0.396441    -0.39296     -0.387547   -0.37972    -0.368947   -0.354728   -0.336686    -0.314692   -0.288971   -0.260195   -0.229518   -0.198509   -0.168985    -0.142715   -0.12105     -0.104561    -0.0928146   -0.0844513 -0.0777698
-0.387968   -0.387441    -0.385775    -0.382731    -0.377924   -0.37086    -0.36099    -0.34778    -0.33081     -0.309892   -0.285189   -0.257309   -0.227354   -0.196865   -0.16766     -0.141539   -0.119914    -0.103419    -0.0916734   -0.0833388 -0.0767041
-0.377094   -0.37665     -0.375234    -0.372604    -0.368375   -0.362044   -0.353045   -0.340814   -0.324892    -0.305035   -0.281343   -0.254362   -0.225137   -0.195181   -0.166308    -0.140351   -0.118774    -0.10228     -0.0905385   -0.082235  -0.0756487
-0.366379   -0.366013    -0.364832    -0.362596    -0.358917   -0.353287   -0.345126   -0.333845   -0.318946    -0.300132   -0.277442   -0.251359   -0.222873   -0.193461   -0.164934    -0.139151   -0.117632    -0.101144    -0.0894109   -0.0811406 -0.0746042
-0.355836   -0.355544    -0.354585    -0.35272     -0.349563   -0.344603   -0.337247   -0.326885   -0.312982    -0.295193   -0.273495   -0.248307   -0.220566   -0.191709   -0.163539    -0.137942   -0.11649     -0.100014    -0.0882915   -0.0800563 -0.0735712
-0.345478   -0.345255    -0.344504    -0.34299     -0.340327   -0.336004   -0.32942    -0.319945   -0.307011    -0.290226   -0.269508   -0.245213   -0.21822    -0.189928   -0.162127    -0.136727   -0.115349    -0.0988898   -0.0871812   -0.0789827 -0.0725501
-0.335315   -0.335156    -0.334601    -0.333416    -0.33122    -0.327503   -0.321657   -0.313037   -0.301043    -0.28524    -0.265489   -0.242083   -0.215841   -0.18812    -0.1607      -0.135506   -0.114211    -0.0977728   -0.0860807   -0.0779204 -0.0715413
-0.325355   -0.325257    -0.324884    -0.324008    -0.322252   -0.319109   -0.313968   -0.306169   -0.295088    -0.280244   -0.261445   -0.238921   -0.213431   -0.18629    -0.159259    -0.134281   -0.113075    -0.0966638   -0.0849906   -0.07687   -0.0705452
-0.315607   -0.315564    -0.315361    -0.314773    -0.313431   -0.310831   -0.306361   -0.299352   -0.289153    -0.275245   -0.257382   -0.235732   -0.210996   -0.18444    -0.157806    -0.133053   -0.111945    -0.0955635   -0.0839115   -0.0758316 -0.0695619
-0.306076   -0.306085    -0.306039    -0.305719    -0.304765   -0.302677   -0.298846   -0.292593   -0.283246    -0.27025    -0.253306   -0.232522   -0.208537   -0.182572   -0.156344    -0.131824   -0.110819    -0.0944726   -0.0828439   -0.0748058 -0.0685918
-0.296766   -0.296822    -0.296922    -0.296852    -0.29626    -0.294654   -0.291429   -0.2859     -0.277375    -0.265265   -0.249222   -0.229294   -0.20606    -0.180688   -0.154874    -0.130595   -0.109699    -0.0933917   -0.0817882   -0.0737928 -0.067635
-0.287681   -0.287781    -0.288015    -0.288176    -0.287921   -0.286769   -0.284117   -0.279278   -0.271545    -0.260296   -0.245136   -0.226054   -0.203566   -0.178792   -0.153398    -0.129367   -0.108587    -0.0923212   -0.0807448   -0.0727927 -0.0666916
-0.278823   -0.278964    -0.27932     -0.279695    -0.279753   -0.279025   -0.276916   -0.272735   -0.265763    -0.255349   -0.241052   -0.222804   -0.201059   -0.176884   -0.151916    -0.128141   -0.107481    -0.0912618   -0.0797139   -0.071806  -0.0657618
-0.270195   -0.270372    -0.270841    -0.271411    -0.27176    -0.271429   -0.26983    -0.266276   -0.260034    -0.250429   -0.236975   -0.219548   -0.198541   -0.174967   -0.150431    -0.126917   -0.106384    -0.0902136   -0.0786959   -0.0708325 -0.0648455
-0.261796   -0.262006    -0.262577    -0.263327    -0.263944   -0.263982   -0.262864   -0.259905   -0.254364    -0.24554    -0.232909   -0.21629    -0.196016   -0.173043   -0.148942    -0.125696   -0.105295    -0.0891772   -0.0776909   -0.0698726 -0.0639428
-0.253626   -0.253866    -0.25453     -0.255444    -0.256307   -0.256688   -0.256022   -0.253627   -0.248756    -0.240687   -0.228858   -0.213033   -0.193485   -0.171114   -0.147453    -0.12448    -0.104215    -0.0881527   -0.0766992   -0.0689262 -0.0630538
-0.245685   -0.245952    -0.2467      -0.247761    -0.248851   -0.24955    -0.249306   -0.247444   -0.243214    -0.235874   -0.224825   -0.20978    -0.190951   -0.16918    -0.145963    -0.123269   -0.103145    -0.0871403   -0.0757208   -0.0679935 -0.0621784
-0.237972   -0.238263    -0.239085    -0.24028     -0.241576   -0.242569   -0.242719   -0.241362   -0.237743    -0.231105   -0.220814   -0.206534   -0.188415   -0.167244   -0.144473    -0.122062   -0.102084    -0.0861404   -0.0747558   -0.0670744 -0.0613166
-0.230483   -0.230795    -0.231683    -0.232999    -0.234483   -0.235746   -0.236264   -0.235381   -0.232345    -0.226382   -0.216828   -0.203297   -0.185881   -0.165307   -0.142985    -0.120862   -0.101033    -0.085153    -0.0738043   -0.0661689 -0.0604683
-0.223217   -0.223548    -0.224495    -0.225918    -0.227571   -0.229082   -0.229942   -0.229506   -0.227023    -0.22171    -0.212869   -0.200072   -0.18335    -0.16337    -0.141499    -0.119668   -0.0999927   -0.0841782   -0.0728664   -0.065277  -0.0596334
-0.216171   -0.216518    -0.217516    -0.219034    -0.220839   -0.222576   -0.223753   -0.223737   -0.22178     -0.217089   -0.208941   -0.196861   -0.180823   -0.161435   -0.140016    -0.11848    -0.0989625   -0.0832162   -0.0719421   -0.0643987 -0.0588118
-0.209341   -0.209702    -0.210744    -0.212345    -0.214287   -0.21623    -0.217699   -0.218076   -0.216618    -0.212524   -0.205046   -0.193666   -0.178302   -0.159502   -0.138536    -0.1173     -0.0979428   -0.082267    -0.0710313   -0.0635339 -0.0580035
